Date,Last trade price,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars,datetime_parsed
10.11.2014,"40,00",/,/,"40,00","0,00",0,"0,00","0,00",2014-11-10
11.11.2014,"42,00","42,00","42,00","42,00","5,00",190,"7.980,00","7.980,00",2014-11-11
12.11.2014,"46,00","46,00","43,00","44,25","5,36",514,"22.744,00","22.744,00",2014-11-12
13.11.2014,"46,00",/,/,"44,25","0,00",0,"0,00","0,00",2014-11-13
14.11.2014,"45,00","45,00","45,00","45,00","1,69","17,080","768.600,00","768.600,00",2014-11-14
17.11.2014,"46,00","46,00","45,00","45,03","0,07","11,208","504.675,00","504.675,00",2014-11-17
18.11.2014,"49,00","49,00","46,00","46,55","3,38","11,000","512.000,00","512.000,00",2014-11-18
19.11.2014,"51,00","51,00","51,00","51,00","9,56",50,"2.550,00","2.550,00",2014-11-19
20.11.2014,"52,00","52,00","50,00","51,75","1,47",877,"45.384,00","45.384,00",2014-11-20
21.11.2014,"53,00","53,00","53,00","53,00","2,42",50,"2.650,00","2.650,00",2014-11-21
24.11.2014,"53,00",/,/,"53,00","0,00",0,"0,00","0,00",2014-11-24
25.11.2014,"54,00","54,00","54,00","54,00","1,89",50,"2.700,00","2.700,00",2014-11-25
26.11.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-11-26
27.11.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-11-27
28.11.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-11-28
01.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-01
02.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-02
04.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-04
05.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-05
09.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-09
10.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-10
11.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-11
12.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-12
15.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-15
16.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-16
17.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-17
18.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-18
19.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-19
22.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-22
23.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-23
24.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-24
25.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-25
26.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-26
29.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-29
30.12.2014,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2014-12-30
02.01.2015,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2015-01-02
05.01.2015,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2015-01-05
08.01.2015,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2015-01-08
09.01.2015,"54,00",/,/,"54,00","0,00",0,"0,00","0,00",2015-01-09
12.01.2015,"49,00","49,00","49,00","49,00","-9,26",100,"4.900,00","4.900,00",2015-01-12
13.01.2015,"49,00",/,/,"49,00","0,00",0,"0,00","0,00",2015-01-13
14.01.2015,"49,00",/,/,"49,00","0,00",0,"0,00","0,00",2015-01-14
15.01.2015,"45,00","45,00","45,00","45,00","-8,16",380,"17.100,00","17.100,00",2015-01-15
16.01.2015,"45,00",/,/,"45,00","0,00",0,"0,00","0,00",2015-01-16
