Date,Last trade price,Max,Min,Avg. Price,%chg.,Volume,Turnover in BEST in denars,Total turnover in denars,date_parsed
12/15/2017,350.00,/,/,350.00,0.00,0,0,0,2017-12-15
12/18/2017,350.00,/,/,350.00,0.00,0,0,0,2017-12-18
12/19/2017,350.00,/,/,350.00,0.00,0,0,0,2017-12-19
12/20/2017,350.00,/,/,350.00,0.00,0,0,0,2017-12-20
12/21/2017,350.00,/,/,350.00,0.00,0,0,0,2017-12-21
12/22/2017,350.00,/,/,350.00,0.00,0,0,0,2017-12-22
12/25/2017,350.00,/,/,350.00,0.00,0,0,0,2017-12-25
12/26/2017,350.00,/,/,350.00,0.00,0,0,0,2017-12-26
12/27/2017,350.00,/,/,350.00,0.00,0,0,0,2017-12-27
12/28/2017,350.00,/,/,350.00,0.00,0,0,0,2017-12-28
1/2/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-02
1/3/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-03
1/4/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-04
1/5/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-05
1/9/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-09
1/10/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-10
1/11/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-11
1/12/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-12
1/15/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-15
1/16/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-16
1/17/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-17
1/18/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-18
1/22/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-22
1/23/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-23
1/24/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-24
1/25/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-25
1/26/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-26
1/29/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-29
1/30/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-30
1/31/2018,350.00,/,/,350.00,0.00,0,0,0,2018-01-31
2/1/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-01
2/2/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-02
2/5/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-05
2/6/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-06
2/7/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-07
2/8/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-08
2/9/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-09
2/12/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-12
2/13/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-13
2/14/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-14
2/15/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-15
2/16/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-16
2/19/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-19
2/20/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-20
2/21/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-21
2/22/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-22
2/23/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-23
2/26/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-26
2/27/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-27
2/28/2018,350.00,/,/,350.00,0.00,0,0,0,2018-02-28
3/1/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-01
3/2/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-02
3/5/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-05
3/6/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-06
3/7/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-07
3/8/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-08
3/9/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-09
3/12/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-12
3/13/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-13
3/14/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-14
3/15/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-15
3/16/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-16
3/19/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-19
3/20/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-20
3/21/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-21
3/22/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-22
3/23/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-23
3/26/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-26
3/27/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-27
3/28/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-28
3/29/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-29
3/30/2018,350.00,/,/,350.00,0.00,0,0,0,2018-03-30
4/2/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-02
4/3/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-03
4/4/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-04
4/5/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-05
4/10/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-10
4/11/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-11
4/12/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-12
4/13/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-13
4/16/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-16
4/17/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-17
4/18/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-18
4/19/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-19
4/20/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-20
4/23/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-23
4/24/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-24
4/25/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-25
4/26/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-26
4/27/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-27
4/30/2018,350.00,/,/,350.00,0.00,0,0,0,2018-04-30
5/2/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-02
5/3/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-03
5/4/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-04
5/7/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-07
5/8/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-08
5/9/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-09
5/10/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-10
5/11/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-11
5/14/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-14
5/15/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-15
5/16/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-16
5/17/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-17
5/18/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-18
5/21/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-21
5/22/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-22
5/23/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-23
5/28/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-28
5/29/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-29
5/30/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-30
5/31/2018,350.00,/,/,350.00,0.00,0,0,0,2018-05-31
6/1/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-01
6/4/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-04
6/5/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-05
6/6/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-06
6/7/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-07
6/8/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-08
6/11/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-11
6/12/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-12
6/13/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-13
6/14/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-14
6/18/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-18
6/19/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-19
6/20/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-20
6/21/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-21
6/22/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-22
6/25/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-25
6/26/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-26
6/27/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-27
6/28/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-28
6/29/2018,350.00,/,/,350.00,0.00,0,0,0,2018-06-29
7/2/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-02
7/3/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-03
7/4/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-04
7/5/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-05
7/6/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-06
7/9/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-09
7/10/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-10
7/11/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-11
7/12/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-12
7/13/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-13
7/16/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-16
7/17/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-17
7/18/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-18
7/19/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-19
7/20/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-20
7/23/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-23
7/24/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-24
7/25/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-25
7/26/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-26
7/27/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-27
7/30/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-30
7/31/2018,350.00,/,/,350.00,0.00,0,0,0,2018-07-31
8/1/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-01
8/3/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-03
8/6/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-06
8/7/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-07
8/8/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-08
8/9/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-09
8/10/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-10
8/13/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-13
8/14/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-14
8/15/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-15
8/16/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-16
8/17/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-17
8/20/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-20
8/21/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-21
8/22/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-22
8/23/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-23
8/24/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-24
8/27/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-27
8/29/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-29
8/30/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-30
8/31/2018,350.00,/,/,350.00,0.00,0,0,0,2018-08-31
9/3/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-03
9/4/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-04
9/5/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-05
9/6/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-06
9/7/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-07
9/10/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-10
9/11/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-11
9/12/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-12
9/13/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-13
9/14/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-14
9/17/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-17
9/18/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-18
9/19/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-19
9/20/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-20
9/21/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-21
9/24/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-24
9/25/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-25
9/26/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-26
9/27/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-27
9/28/2018,350.00,/,/,350.00,0.00,0,0,0,2018-09-28
10/1/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-01
10/2/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-02
10/3/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-03
10/4/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-04
10/5/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-05
10/8/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-08
10/9/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-09
10/10/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-10
10/12/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-12
10/15/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-15
10/16/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-16
10/17/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-17
10/18/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-18
10/19/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-19
10/22/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-22
10/24/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-24
10/25/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-25
10/26/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-26
10/29/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-29
10/30/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-30
10/31/2018,350.00,/,/,350.00,0.00,0,0,0,2018-10-31
11/1/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-01
11/2/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-02
11/5/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-05
11/6/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-06
11/7/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-07
11/8/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-08
11/9/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-09
11/12/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-12
11/13/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-13
11/14/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-14
11/15/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-15
11/16/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-16
11/19/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-19
11/20/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-20
11/21/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-21
11/22/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-22
11/23/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-23
11/26/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-26
11/27/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-27
11/28/2018,350.00,/,/,350.00,0.00,0,0,0,2018-11-28
11/29/2018,320.00,320.00,320.00,320.00,-8.57,500,"160,000","160,000",2018-11-29
11/30/2018,320.00,/,/,320.00,0.00,0,0,0,2018-11-30
12/3/2018,320.00,/,/,320.00,0.00,0,0,0,2018-12-03
12/4/2018,320.00,/,/,320.00,0.00,0,0,0,2018-12-04
12/5/2018,320.00,/,/,320.00,0.00,0,0,0,2018-12-05
12/6/2018,320.00,/,/,320.00,0.00,0,0,0,2018-12-06
12/7/2018,320.00,/,/,320.00,0.00,0,0,0,2018-12-07
12/10/2018,320.00,/,/,320.00,0.00,0,0,0,2018-12-10
12/11/2018,320.00,/,/,320.00,0.00,0,0,0,2018-12-11
12/12/2018,320.00,/,/,320.00,0.00,0,0,0,2018-12-12
12/13/2018,285.00,285.00,285.00,285.00,-10.94,510,"145,350","145,350",2018-12-13
12/14/2018,285.00,/,/,285.00,0.00,0,0,0,2018-12-14
12/17/2018,285.00,/,/,285.00,0.00,0,0,0,2018-12-17
12/18/2018,285.00,/,/,285.00,0.00,0,0,0,2018-12-18
12/19/2018,285.00,/,/,285.00,0.00,0,0,0,2018-12-19
12/20/2018,285.00,/,/,285.00,0.00,0,0,0,2018-12-20
12/21/2018,285.00,/,/,285.00,0.00,0,0,0,2018-12-21
12/24/2018,285.00,/,/,285.00,0.00,0,0,0,2018-12-24
12/25/2018,285.00,/,/,285.00,0.00,0,0,0,2018-12-25
12/26/2018,285.00,/,/,285.00,0.00,0,0,0,2018-12-26
12/27/2018,285.00,/,/,285.00,0.00,0,0,0,2018-12-27
12/28/2018,285.00,/,/,285.00,0.00,0,0,0,2018-12-28
1/2/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-02
1/3/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-03
1/4/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-04
1/8/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-08
1/9/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-09
1/10/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-10
1/11/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-11
1/14/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-14
1/15/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-15
1/16/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-16
1/17/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-17
1/18/2019,285.00,/,/,285.00,0.00,0,0,0,2019-01-18
1/21/2019,270.00,270.00,270.00,270.00,-5.26,300,"81,000","81,000",2019-01-21
1/22/2019,270.00,/,/,270.00,0.00,0,0,0,2019-01-22
1/23/2019,270.00,/,/,270.00,0.00,0,0,0,2019-01-23
1/24/2019,270.00,/,/,270.00,0.00,0,0,0,2019-01-24
1/25/2019,270.00,/,/,270.00,0.00,0,0,0,2019-01-25
1/28/2019,270.00,/,/,270.00,0.00,0,0,0,2019-01-28
1/29/2019,270.00,/,/,270.00,0.00,0,0,0,2019-01-29
1/30/2019,270.00,/,/,270.00,0.00,0,0,0,2019-01-30
1/31/2019,270.00,/,/,270.00,0.00,0,0,0,2019-01-31
2/1/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-01
2/4/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-04
2/5/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-05
2/6/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-06
2/7/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-07
2/8/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-08
2/11/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-11
2/12/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-12
2/13/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-13
2/14/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-14
2/15/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-15
2/18/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-18
2/19/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-19
2/20/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-20
2/21/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-21
2/22/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-22
2/25/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-25
2/26/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-26
2/27/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-27
2/28/2019,270.00,/,/,270.00,0.00,0,0,0,2019-02-28
3/1/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-01
3/4/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-04
3/5/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-05
3/6/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-06
3/7/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-07
3/8/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-08
3/11/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-11
3/12/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-12
3/13/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-13
3/14/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-14
3/15/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-15
3/18/2019,270.00,/,/,270.00,0.00,0,0,0,2019-03-18
3/19/2019,240.00,240.00,240.00,240.00,-11.11,200,"48,000","48,000",2019-03-19
3/20/2019,240.00,/,/,240.00,0.00,0,0,0,2019-03-20
3/21/2019,240.00,/,/,240.00,0.00,0,0,0,2019-03-21
3/22/2019,240.00,/,/,240.00,0.00,0,0,0,2019-03-22
3/25/2019,240.00,/,/,240.00,0.00,0,0,0,2019-03-25
3/26/2019,240.00,/,/,240.00,0.00,0,0,0,2019-03-26
3/27/2019,240.00,/,/,240.00,0.00,0,0,0,2019-03-27
3/28/2019,240.00,/,/,240.00,0.00,0,0,0,2019-03-28
3/29/2019,240.00,/,/,240.00,0.00,0,0,0,2019-03-29
4/1/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-01
4/2/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-02
4/3/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-03
4/4/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-04
4/5/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-05
4/8/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-08
4/9/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-09
4/10/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-10
4/11/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-11
4/12/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-12
4/15/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-15
4/16/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-16
4/17/2019,240.00,/,/,240.00,0.00,0,0,0,2019-04-17
4/18/2019,220.00,220.00,220.00,220.00,-8.33,500,"110,000","110,000",2019-04-18
4/19/2019,220.00,/,/,220.00,0.00,0,0,0,2019-04-19
4/22/2019,220.00,/,/,220.00,0.00,0,0,0,2019-04-22
4/23/2019,220.00,/,/,220.00,0.00,0,0,0,2019-04-23
4/24/2019,220.00,/,/,220.00,0.00,0,0,0,2019-04-24
4/25/2019,220.00,/,/,220.00,0.00,0,0,0,2019-04-25
4/30/2019,220.00,/,/,220.00,0.00,0,0,0,2019-04-30
5/2/2019,220.00,/,/,220.00,0.00,0,0,0,2019-05-02
5/3/2019,220.00,/,/,220.00,0.00,0,0,0,2019-05-03
5/6/2019,220.00,/,/,220.00,0.00,0,0,0,2019-05-06
5/7/2019,220.00,/,/,220.00,0.00,0,0,0,2019-05-07
5/8/2019,220.00,/,/,220.00,0.00,0,0,0,2019-05-08
5/9/2019,220.00,/,/,220.00,0.00,0,0,0,2019-05-09
5/10/2019,220.00,/,/,220.00,0.00,0,0,0,2019-05-10
5/13/2019,220.00,/,/,220.00,0.00,0,0,0,2019-05-13
5/14/2019,220.00,/,/,220.00,0.00,0,0,0,2019-05-14
5/15/2019,220.00,/,/,220.00,0.00,0,0,0,2019-05-15
5/16/2019,220.00,/,/,220.00,0.00,0,0,0,2019-05-16
5/17/2019,214.00,214.00,214.00,214.00,-2.73,551,"117,914","117,914",2019-05-17
5/20/2019,214.00,/,/,214.00,0.00,0,0,0,2019-05-20
5/21/2019,214.00,/,/,214.00,0.00,0,0,0,2019-05-21
5/22/2019,214.00,/,/,214.00,0.00,0,0,0,2019-05-22
5/23/2019,214.00,/,/,214.00,0.00,0,0,0,2019-05-23
5/27/2019,214.00,/,/,214.00,0.00,0,0,0,2019-05-27
5/28/2019,214.00,/,/,214.00,0.00,0,0,0,2019-05-28
5/29/2019,214.00,/,/,214.00,0.00,0,0,0,2019-05-29
5/30/2019,214.00,/,/,214.00,0.00,0,0,0,2019-05-30
5/31/2019,214.00,/,/,214.00,0.00,0,0,0,2019-05-31
6/3/2019,214.00,/,/,214.00,0.00,0,0,0,2019-06-03
6/5/2019,214.00,/,/,214.00,0.00,0,0,0,2019-06-05
6/6/2019,214.00,/,/,214.00,0.00,0,0,0,2019-06-06
6/7/2019,214.00,/,/,214.00,0.00,0,0,0,2019-06-07
6/10/2019,214.00,/,/,214.00,0.00,0,0,0,2019-06-10
6/11/2019,214.00,/,/,214.00,0.00,0,0,0,2019-06-11
6/12/2019,214.00,/,/,214.00,0.00,0,0,0,2019-06-12
6/13/2019,214.00,/,/,214.00,0.00,0,0,0,2019-06-13
6/17/2019,208.00,208.00,208.00,208.00,-2.80,700,"145,600","145,600",2019-06-17
6/18/2019,208.00,/,/,208.00,0.00,0,0,0,2019-06-18
6/19/2019,208.00,/,/,208.00,0.00,0,0,0,2019-06-19
6/20/2019,208.00,/,/,208.00,0.00,0,0,0,2019-06-20
6/21/2019,208.00,/,/,208.00,0.00,0,0,0,2019-06-21
6/24/2019,208.00,/,/,208.00,0.00,0,0,0,2019-06-24
6/25/2019,208.00,/,/,208.00,0.00,0,0,0,2019-06-25
6/26/2019,208.00,/,/,208.00,0.00,0,0,0,2019-06-26
6/27/2019,202.00,202.00,202.00,202.00,-2.88,"1,000","202,000","202,000",2019-06-27
6/28/2019,202.00,/,/,202.00,0.00,0,0,0,2019-06-28
7/1/2019,202.00,/,/,202.00,0.00,0,0,0,2019-07-01
7/2/2019,202.00,/,/,202.00,0.00,0,0,0,2019-07-02
7/3/2019,202.00,/,/,202.00,0.00,0,0,0,2019-07-03
7/4/2019,202.00,/,/,202.00,0.00,0,0,0,2019-07-04
7/5/2019,202.00,/,/,202.00,0.00,0,0,0,2019-07-05
7/8/2019,202.00,/,/,202.00,0.00,0,0,0,2019-07-08
7/9/2019,202.00,/,/,202.00,0.00,0,0,0,2019-07-09
